"","Bitcoin","Dash","Ethereum","Litecoin","Monero","NEM","Ripple","Siacon","Stellar","Verge"
"2015-08-27",-0.00470484667247639,-0.0193429628431309,-0.00865806274311459,-0.0274931405801986,-0.0648855525957298,0.0749013081731178,0.00784422023944664,0.0476280489892549,-0.0148517581360261,0.0645385211375729
"2015-08-28",0.02907015760284,0.0155041865359652,0.0341913647482794,0.0138410514118714,0.0341115659639407,-0.0421114853501265,-0.0157504590781317,-0.0976384695639165,0.160471948079553,-0.133531392624523
"2015-08-29",-0.00702548533435721,0,-0.00843886864586466,-0.0103627870355467,-0.0105973061624219,0.0317486983145798,0.0418923215562179,-0.137201121513485,0.0905099228321431,0
"2015-08-30",-0.00444891037810358,-0.0155041865359652,0.112117298120706,-0.0104712998672953,-0.0375028316721836,0.0800427076735364,0.0378502241310974,-0.0606246218164355,-0.0866939334654573,0.133531392624523
"2015-08-31",0.00566672542074897,0.00778214044205494,0.0298529631496812,-0.00351494210744452,0.0177689461114425,-0.10109611687137,-0.0208367021399987,-0.0645385211375711,0.047923254848282,-0.133531392624523
"2015-09-01",-0.00846833817952675,-0.0156253179030809,-0.00738010729762256,-0.00706716722309242,-0.0188413953873345,0.0618754037180889,-0.00879042541703345,0,-0.0179084965184995,0
"2015-09-02",0.00507215779152403,-0.0118813278867528,-0.0454623740767574,-0.00711746776886413,0.0206482621847102,-0.127833371509887,-0.0148246350138015,-0.0689928714869499,-0.00494031470016498,0
"2015-09-03",-0.00920130927658658,-0.0160646025038066,-0.0235304974101941,-0.062635570991485,-0.0189638117876788,0.0112995552539346,-0.0355598896843059,-0.113328685307003,-0.0191672534563319,0
"2015-09-04",0.0136401520233642,-0.00813012608325014,0.00790517950711328,0.0262679268206103,0.0185172100667155,0.0860746087712432,-0.0102800851219316,0,-0.0238410610857569,0.133531392624523
"2015-09-05",0.0202878100791555,0.0241947285870567,0.0536527134923201,0.0783318432699069,0.0289024065459371,-0.120363682249875,0.066406252387714,-0.0408219945202557,0.0646462275300497,-0.133531392624523
"2015-09-06",0.0203014174484926,-0.0080000426670761,-0.030305349495329,0.0435579743391299,0.0476767716573986,0.110000895214329,0.00393626309778305,0.189241999638528,0.0203884735837079,0.194156014440956
"2015-09-07",4.16935937854745e-05,-0.045182222793233,-0.0392207131532813,0,-0.0112667097276553,0,0.00341577914504043,0.393904285707089,-0.0301288103320925,-0.194156014440956
"2015-09-08",0.0155548579482234,-0.0212322201057741,-0.00803217169726428,0,0.0353086378507238,0.0307716586667528,-0.0110484329151381,0.595508710996029,-0.0639948951388609,-0.154150679827259
"2015-09-09",-0.0225838814911645,0.0461297717275012,-0.0244910200082958,-0.0435579743391299,-0.0222617270441015,-0.0953101798043239,-0.0197311191901948,-0.4855078157817,-0.0467270764079695,0.154150679827259
"2015-09-10",0.00130074496468424,-0.0248975516217271,-0.033616610798985,0.010221554071538,-0.0174715236482307,0.0110498361865847,-0.00195554459033875,0,0.00590508188771466,0.194156014440956
"2015-09-11",0.00681170230286909,0,-0.174172288363037,0.00338409798424055,-0.00387277175305545,0.0324352757531532,0.0970525779978075,-0.110000895214329,0.0103627870355458,-0.0606246218164337
"2015-09-12",-0.0205333927617453,0.0207907696690738,0.0563892527066535,-0.0449125566808226,-0.0621600198936182,-0.0773866636154192,-0.0296878963151812,-0.264692554227082,0.00357942216622309,-0.0645385211375729
"2015-09-13",-0.0202695134673538,-0.0377403279828471,-0.105357310534758,-0.00353982670512409,-0.00561865799107963,0.0339015516756813,0.0400555669382108,0.0588405000229333,-0.0368474707806747,0.0645385211375729
"2015-09-14",0.000563807886560852,-0.0129034048359078,-0.0666841906394555,0.00706716722309242,0.0411080845379111,0,-0.141803405897853,0,-0.00884343673567489,-0.0645385211375729
"2015-09-15",-0.0014752465035075,0.00431966114451632,0.0756259029276798,-0.00706716722309242,0.0408112954837779,0.0953101798043239,0.0417939693254334,0,0.0203616474675385,-0.0689928714869499
"2015-09-16",-0.00526786738138263,0.0213227694688213,-0.0402250186143313,-0.00711746776886413,0.0150049291093564,0.0683192439774771,-0.0388270082817961,-0.154150679827259,-0.0110549260351371,0.0689928714869499
"2015-09-17",0.00313794112355748,0,-0.0369907324811579,0.0385336640022431,-0.0302424825047258,0.0186921330121539,-0.00729831594731145,0,0.0314591705323677,-0.0689928714869499
"2015-09-18",0.0136568093423959,0.0372713947972316,-0.0237823695066429,0.0170361871525677,0.0113704499272548,-0.0769610411361281,0.0210731910604078,0,0.00670993347303384,0
"2015-09-19",-0.0063730138621958,-0.0414997309067527,0.033072995144496,-0.0308772385644391,-0.0080693976963897,0.019802627296178,-0.00626209494203067,-0.0689928714869499,0.0229185879744369,0
"2015-09-20",-0.00121028759100295,0.0126317469059006,0.0615889817224565,-0.00699303549097063,-0.0212693624145807,-0.019802627296178,0.0205047199802921,0,-0.0318752085304483,0.133531392624523
"2015-09-21",-0.0179799737814337,-0.0168780377873518,-0.020886986559508,-0.0176995770994011,-0.0114216238595409,0.019802627296178,-0.052417265779102,0.0689928714869499,-0.0371176629565033,-0.133531392624523
"2015-09-22",0.0154249196663923,0.0457460217882039,-0.0189489331903487,0.0141846349919565,-0.0181106956709272,0.242561637171312,-0.0109609144545155,0.0645385211375711,-0.00186915942270272,0.0689928714869499
"2015-09-23",-0.00147537453536106,-0.0122700925918143,-0.00934720559165951,0.0105079775984152,-0.0154268972199295,-0.0800427076735364,-0.0723067107840816,0,-0.0265418424100767,-0.0689928714869499
"2015-09-24",0.0182875516658774,0.00410678195265335,-0.0935599891012593,0.0206903932574463,0.00872623089910118,-0.0339015516756813,0.00627898609504296,0.0307716586667546,-0.0115943327809198,0
"2015-09-25",0.00259756996610871,0.00408998525152526,-0.099948073743556,-0.0137459209046353,-0.0373073705903882,0.144249608844547,-0.0089820963158278,-0.0625203569813344,-0.000972289818938599,0.133531392624523
"2015-09-26",-0.00340802919958527,-0.0502197569790265,0.065377927886193,0,-0.0142983855071404,-0.0226424767497591,-0.022660843445431,0.0625203569813344,0.00726923482052833,0
"2015-09-27",-0.00676517245154074,0.0127933514599095,-0.0864951784748657,-0.00694447235281093,-0.016753618754884,-0.00766287274556987,0.00536934633537012,-0.0953101798043257,-0.00193330171381589,-0.133531392624523
"2015-09-28",0.0270412747029649,0.00843886864586463,-0.212424184457456,0.0673655318275759,0.0254618427548294,0.0669394826751102,-0.037887453012905,-0.0339015516756813,0.0115441397468654,0.194156014440956
"2015-09-29",-0.0102978864347145,-0.0169495583137733,0.125983065999002,-0.0331156087844975,-0.0297960029200539,0.0694723728147668,-0.120428355681406,-0.0350913198112686,-0.0173665724982985,-0.0606246218164337
"2015-09-30",-0.00266525805579665,0,0.110841379887416,0.013378125946176,-0.0860529268823726,0.0133335308694651,-0.0106316885743869,0,-0.0346569338090443,-0.133531392624523
"2015-10-01",0.00629211763200743,-0.0215991118034617,-0.0678129295488526,-0.00332779009267448,0.0119666643814604,0.147506137108589,-0.0131292914417935,0.0350913198112686,0.113688462249182,0.194156014440956
"2015-10-02",-0.00109510582926386,-0.0310446216819601,-0.0170096058189342,-0.00333890126551473,0.0127697406568676,-0.160839667978054,0.0742652914335249,-0.0350913198112686,-0.068864411084693,-0.125163142954007
"2015-10-03",0.00605018441479377,-0.02278002833182,0.0125896321068841,0.0132892321186826,7.56258958065636e-05,-0.159759219486867,-0.0616796259904415,-0.0741079721537226,-0.0308168186459881,0.0645385211375729
