"","Close"
"2003-09-21",7678.5
"2003-09-28",7680.5
"2003-10-05",7845
"2003-10-12",7836
"2003-10-19",7941.4
"2003-10-26",8060.8
"2003-11-02",8139.4
"2003-11-09",8159.7
"2003-11-16",8320.4
"2003-11-23",8253.8
"2003-11-30",8538.7
"2003-12-07",8705.3
"2003-12-14",8768.5
"2003-12-21",8861.4
"2003-12-28",8962
"2004-01-04",9022.6
"2004-01-11",9133.6
"2004-01-18",9209.8
"2004-01-25",8973.4
"2004-02-01",8989.9
"2004-02-08",8978.5
"2004-02-15",8964.9
"2004-02-22",8759.9
"2004-02-29",8760.9
"2004-03-07",8599.7
"2004-03-14",8567.3
"2004-03-21",8457.3
"2004-03-28",8445.5
"2004-04-04",8185.8
"2004-04-11",8228.9
"2004-04-18",8206
"2004-04-25",8220.6
"2004-05-02",8221.6
"2004-05-09",8127.5
"2004-05-16",8123.1
"2004-05-23",7818.1
"2004-05-30",7957.6
"2004-06-06",7881.6
"2004-06-13",7955.9
"2004-06-20",7909.8
"2004-06-27",7863.7
"2004-07-04",7827
"2004-07-11",7774.5
"2004-07-18",7431.7
"2004-07-25",7790.2
"2004-08-01",8020.6
"2004-08-08",8342.3
"2004-08-15",8106.5
"2004-08-22",8050.9
"2004-08-29",7998.3
"2004-09-05",7662.2
"2004-09-12",7336.6
"2004-09-19",7275.4
"2004-09-26",7443.1
"2004-10-03",7387.1
"2004-10-10",7356.3
"2004-10-17",7583.2
"2004-10-24",7133.2
"2004-10-31",7018.6
"2004-11-07",7001.4
"2004-11-14",6909.7
"2004-11-21",6907.7
"2004-11-28",6960
"2004-12-05",6905.5
"2004-12-12",6886.3
"2004-12-19",6731.1
"2004-12-26",6493.4
"2005-01-02",6359
"2005-01-09",6298.1
"2005-01-16",6679.6
"2005-01-23",7025.4
"2005-01-30",6864.1
"2005-02-06",6814.7
"2005-02-13",6945.9
"2005-02-20",6597.9
"2005-02-27",6240.8
"2005-03-06",5943.7
"2005-03-13",6030.9
"2005-03-20",6136.8
"2005-03-27",5918.4
"2005-04-03",5698.5
"2005-04-10",5836.8
"2005-04-17",5976.6
"2005-04-24",5706.7
"2005-05-01",5815.8
"2005-05-08",5765.8
"2005-05-15",5782.5
"2005-05-22",5639.1
"2005-05-29",5458.6
"2005-06-05",5255.2
"2005-06-12",5038.3
"2005-06-19",5064.2
"2005-06-26",5133.3
"2005-07-03",5228
"2005-07-10",5359.4
"2005-07-17",5464.4
"2005-07-24",5366.2
"2005-07-31",5467.3
"2005-08-07",5499.2
"2005-08-14",5400.8
"2005-08-21",5417.2
"2005-08-28",5445.9
"2005-09-04",5610.6
"2005-09-11",5525
"2005-09-18",5563.6
"2005-09-25",5679
"2005-10-02",5682.8
"2005-10-09",5702.6
"2005-10-16",5823.3
"2005-10-23",5843.1
"2005-10-30",5929.8
"2005-11-06",5996.2
"2005-11-13",5883.3
"2005-11-20",5904.8
"2005-11-27",5974.2
"2005-12-04",6119
"2005-12-11",6127.2
"2005-12-18",6064.2
"2005-12-25",6151.8
"2006-01-01",6183.6
"2006-01-08",6122.9
"2006-01-15",6086.3
"2006-01-22",6230.4
"2006-01-29",6231.4
"2006-02-05",6142.4
"2006-02-12",6165.3
"2006-02-19",6251.7
"2006-02-26",6285.8
"2006-03-05",6367.6
"2006-03-12",6334.1
"2006-03-19",6315.7
"2006-03-26",6283.9
"2006-04-02",6260.1
"2006-04-09",6103.8
"2006-04-16",6036.9
"2006-04-23",5985.6
"2006-04-30",5897.4
"2006-05-07",6037.4
"2006-05-14",5992.5
"2006-05-21",6063.9
"2006-05-28",6124.2
"2006-06-04",6137.4
"2006-06-11",6216.1
"2006-06-18",6139.8
"2006-06-25",6145.4
"2006-07-02",6241.2
"2006-07-09",6412.7
"2006-07-16",6521.4
"2006-07-23",6477.3
"2006-07-30",6647.5
"2006-08-06",6630.6
"2006-08-13",6686.3
"2006-08-20",6640.7
"2006-08-27",6548.4
"2006-09-03",6671.5
"2006-09-10",6773.3
"2006-09-17",6730.3
"2006-09-24",6579.3
"2006-10-01",6620.4
"2006-10-08",6586.3
"2006-10-15",6765.5
"2006-10-22",6713.6
"2006-10-29",6624.5
"2006-11-05",6585
"2006-11-12",6461
"2006-11-19",6576.3
"2006-11-26",6469.6
"2006-12-03",6525.6
"2006-12-10",6684.3
"2006-12-17",6802.9
"2006-12-24",6907.9
"2006-12-31",6948.9
"2007-01-07",6727.3
"2007-01-14",6726.3
"2007-01-21",6677.5
"2007-01-28",6824.5
"2007-02-04",6639.4
"2007-02-11",6645.8
"2007-02-18",6244.1
"2007-02-25",6360.8
"2007-03-04",6517
"2007-03-11",6531.5
"2007-03-18",6532.4
"2007-03-25",6654.1
"2007-04-01",6750.7
"2007-04-08",6754.8
"2007-04-15",6921.3
"2007-04-22",6864.9
"2007-04-29",6886.9
"2007-05-06",6809.7
"2007-05-13",6901.5
"2007-05-20",6878.5
"2007-05-27",6943.5
"2007-06-03",6977.9
"2007-06-10",6939.8
"2007-06-17",6904.3
"2007-06-24",7091.7
"2007-07-01",7264.9
"2007-07-08",7345.4
"2007-07-15",7367.7
"2007-07-22",7469.8
"2007-07-29",7512.5
"2007-08-05",7423.3
"2007-08-12",7442
"2007-08-19",7414.3
"2007-08-26",7305.1
"2007-09-02",7175.1
"2007-09-09",7219.7
"2007-09-16",7184.5
"2007-09-23",7290.6
"2007-09-30",7234.5
"2007-10-07",7370.5
"2007-10-14",7431.6
"2007-10-21",7418.4
"2007-10-28",7427.5
"2007-11-04",7458.2
"2007-11-11",7409.4
"2007-11-18",7398.9
"2007-11-25",7433.1
"2007-12-02",7404.8
"2007-12-09",7434.8
"2007-12-16",7529.8
"2007-12-23",7456.7
"2007-12-30",7386.6
"2008-01-06",7488.1
"2008-01-13",7686.2
"2008-01-20",7643.5
"2008-01-27",7632.4
"2008-02-03",7553.7
"2008-02-10",7658.1
"2008-02-17",7848.8
"2008-02-24",8154.8
"2008-03-02",8112
"2008-03-09",8199.7
"2008-03-16",8340.1
"2008-03-23",8539.7
"2008-03-30",8472.5
"2008-04-06",8510.4
"2008-04-13",8525.7
"2008-04-20",8736
"2008-04-27",8798.3
"2008-05-04",8804.8
"2008-05-11",9178.9
"2008-05-18",9240
"2008-05-25",9001.8
"2008-06-01",8814.3
"2008-06-08",8748.9
"2008-06-15",9032.8
"2008-06-22",9190.8
"2008-06-29",9090.6
"2008-07-06",9196.2
"2008-07-13",9126.8
"2008-07-20",9044.2
"2008-07-27",8937.2
"2008-08-03",9033.8
"2008-08-10",9269.5
"2008-08-17",9102.4
"2008-08-24",9025
"2008-08-31",9285.9
"2008-09-07",9669.5
"2008-09-14",9556.9
"2008-09-21",9757.2
"2008-09-28",9845.7
"2008-10-05",9797
"2008-10-12",9590.6
"2008-10-19",9841.3
"2008-10-26",9825.2
"2008-11-02",9961.2
"2008-11-09",9911.4
"2008-11-16",9520.5
"2008-11-23",9862
"2008-11-30",10077
"2008-12-07",10154
"2008-12-14",9997.4
"2008-12-21",10102
"2008-12-28",10133
"2009-01-04",10040
"2009-01-11",10217
"2009-01-18",10253
"2009-01-25",10266
"2009-02-01",10259
"2009-02-08",10364
"2009-02-15",10370
"2009-02-22",10411
"2009-03-01",10220
"2009-03-08",10202
"2009-03-15",10204
"2009-03-22",10223
"2009-03-29",10131
"2009-04-05",10349
"2009-04-12",10243
"2009-04-19",10305
"2009-04-26",10345
"2009-05-03",10399
"2009-05-10",10253
"2009-05-17",10093
"2009-05-24",10494
"2009-05-31",10920
"2009-06-07",10911
"2009-06-14",11044
"2009-06-21",11234
"2009-06-28",11029
"2009-07-05",11329
"2009-07-12",11207
"2009-07-19",11469
"2009-07-26",12029
"2009-08-02",12185
"2009-08-09",12425
"2009-08-16",12572
"2009-08-23",12661
"2009-08-30",12477
"2009-09-06",12626
"2009-09-13",12456
"2009-09-20",12756
"2009-09-27",12595
"2009-10-04",12209
"2009-10-11",12317
"2009-10-18",12662
"2009-10-25",12638
"2009-11-01",12234
"2009-11-08",12430
"2009-11-15",12407
"2009-11-22",12665
"2009-11-29",13484
"2009-12-06",13466
"2009-12-13",13798
"2009-12-20",13567
"2009-12-27",12839
"2010-01-03",12632
"2010-01-10",12937
"2010-01-17",12902
"2010-01-24",13078
"2010-01-31",13274
"2010-02-07",13882
"2010-02-14",13808
"2010-02-21",13640
"2010-02-28",13846
"2010-03-07",13808
"2010-03-14",13804
"2010-03-21",14158
"2010-03-28",14189
"2010-04-04",13809
"2010-04-11",13826
"2010-04-18",14143
"2010-04-25",13529
"2010-05-02",13721
"2010-05-09",13591
"2010-05-16",13643
"2010-05-23",13729
"2010-05-30",13925
"2010-06-06",13930
"2010-06-13",13758
"2010-06-20",13413
"2010-06-27",13679
"2010-07-04",13628
"2010-07-11",13844
"2010-07-18",13902
"2010-07-25",13659
"2010-08-01",13511
"2010-08-08",14181
"2010-08-15",14396
"2010-08-22",14618
"2010-08-29",14403
"2010-09-05",14579
"2010-09-12",14610
"2010-09-19",14639
"2010-09-26",14424
"2010-10-03",14664
"2010-10-10",14671
"2010-10-17",14396
"2010-10-24",14336
"2010-10-31",14477
"2010-11-07",14223
"2010-11-14",13901
"2010-11-21",14116
"2010-11-28",14004
"2010-12-05",14206
"2010-12-12",14299
"2010-12-19",14130
"2010-12-26",14188
"2011-01-02",14598
"2011-01-09",14603
"2011-01-16",14713
"2011-01-23",15125
"2011-01-30",15536
"2011-02-06",15860
"2011-02-13",15960
"2011-02-20",15903
"2011-02-27",15801
"2011-03-06",16570
"2011-03-13",16763
"2011-03-20",16964
"2011-03-27",16884
"2011-04-03",17434
"2011-04-10",16722
"2011-04-17",16868
"2011-04-24",16374
"2011-05-01",16249
"2011-05-08",16276
"2011-05-15",15943
"2011-05-22",15961
"2011-05-29",15797
"2011-06-05",15874
"2011-06-12",15532
"2011-06-19",15842
"2011-06-26",15771
"2011-06-28",15890
