"","Bitcoin","Dash","Ethereum","Litecoin","Monero","NEM","Ripple","Siacon","Stellar","Verge"
"2015-09-06",0.0472986153071719,-0.0277245480148548,-0.0152674721307885,0.0678225963387611,0.0957083893911905,-0.0800427076735364,-0.019949221891574,-0.0984400728132524,0.0671008302012863,0.0606246218164337
"2015-09-13",-0.0396777889107014,-0.0621317811070063,-0.328500861848967,-0.078404705669298,-0.0873427722070169,-0.0645385211375711,0.0781009310702059,0.18805223150294,-0.157850961570114,-0.0606246218164337
"2015-09-20",0.00303214301442534,0.0211424365738093,0.00260556855304467,0.0105821093305369,0.048713516442604,0.105360515657827,-0.110818944702857,-0.223143551314209,0.0296757681461166,0
"2015-09-27",0.00668149133045759,-0.0126317469059006,-0.263808438775004,0.00699303549097063,-0.104592360703709,0.26236426446749,-0.155679498348545,0.0689928714869499,-0.0727593542824287,-0.133531392624523
"2015-10-04",0.0233546345827458,-0.0839344514851506,-0.0755604334634161,0.0476280489892544,-0.0893123475684463,-0.0635134057223254,-0.221767509510048,-0.0339015516756813,-0.00777080160938759,0.194156014440956
"2015-10-11",0.0362282309205444,0.0965661983910512,-0.0512886484367583,0.0454623740767575,-0.050169539899501,-0.112673162504112,-0.0103667659077358,0.18805223150294,0.0283604683977314,-0.194156014440956
"2015-10-18",0.0573787678012527,-0.00840341079637952,-0.204105132625776,-0.0421456214507634,0.0735872119672142,0.128933683375893,-0.0399620144798725,0.356674943938733,-0.0676396913075319,-0.0741079721537226
"2015-10-25",0.0808773292328855,-0.0881627875946717,0.17384867636498,0.0164207302123274,-0.00668412407482033,-0.0411580724935074,-0.0887840220751093,-0.385662480811986,-0.0445900719691776,0.0741079721537226
"2015-11-01",0.137300542431909,0.20359895524124,0.542713913888382,0.254566463667284,0.0395875293388908,0.231511800984727,0.0729942203424745,0.0571584138399484,0.120724387268132,0.133531392624523
"2015-11-08",0.137422500326231,-0.050106820054179,-0.0287101058824314,-0.146603474191875,0.161339736039467,-0.0618754037180871,-0.0532174158245695,-0.182321556793955,-0.090949401084095,-0.0645385211375729
"2015-11-15",-0.153717780353588,-0.0909717782057266,-0.127868676634427,-0.107962989475408,-0.14423789879683,-0.230261019083075,-0.109505574484035,-0.310154928303838,0.0228959378390794,-0.223143551314209
"2015-11-22",0.0135566903809412,-0.114541541732212,0.0658052775557597,0.0225452383210563,-0.0846974896251637,-0.113328685307001,0.024194728587057,0.167054084663166,-0.00808085205393905,-0.182321556793955
"2015-11-29",0.134574633309284,0.0427618593380816,-0.09690501628913,0.155968862146317,0.0133582756570558,0.0392207131532807,0.00747143330828148,-0.313657558855041,-0.125163142954006,0.405465108108164
"2015-12-06",0.0460302025132924,0.0846830872300386,-0.0503153178204353,-0.0560370681077109,0.0923263214392346,0,0.2175919987202,0,0.0984400728132524,0.0645385211375729
"2015-12-13",0.109454700327102,0.154150679827258,0.131462827328739,0.0450780543179914,0.0557508148107262,0.318453731118534,0.496388069709726,0.146603474191876,0.0732891846577566,0.0606246218164337
"2015-12-20",0.0204014195614066,-0.092018898720252,-0.0527910354535736,-0.0251059211310762,0.0870049277275866,0.0805804866593398,-0.342183926812072,-0.200670695462152,-0.168286913280036,0.34484048629173
"2015-12-27",-0.0459231942554892,0.0622769295215144,-0.0540054527831554,-0.0170944333593002,-0.116715040615659,-0.0327898228229913,0.0171732635197603,-0.0571584138399484,-0.0150031665920487,-0.470003629245737
"2016-01-10",0.0409624465061373,0.0153142349730424,0.0277279200915745,0.0170944333593002,-0.0237327726118631,0.380391470556049,-0.0101896814164517,0.204794412646013,0.0119693648984729,0.154150679827259
"2016-01-17",-0.158565270034919,0.408500011803318,0.285948238065836,-0.155564107624405,-0.0805330259449512,0.13840232285912,-0.123128053747645,-0.351397886837889,-0.0293208702096726,-0.559615787935423
"2016-01-24",0.0526564767860505,-0.117783035656383,0.475626886800098,0.0483185772708079,0.32205437010217,0.339867825622351,-0.0089652484128413,0.387765531008764,0.00523713737020426,0.117783035656382
"2016-01-31",-0.0886889740170416,-0.0681815124160723,0.0764416954999421,-0.0417396061727653,-0.25211601716527,0.172996534833488,0.203835915496047,-0.241162056816888,0.0302966870241859,0.51082562376599
"2016-02-07",0.0210635780861193,0.0240396191861467,0.247941743802267,0.0130295002903338,-0.00835453471623337,0.210435858274794,0.264681651301282,0.310154928303838,0.0419024916540094,0.236388778064232
"2016-02-14",0.0781414148353647,-0.10246158096195,0.571132229996982,0.0380998462322704,0.568445682042197,-0.0200006667066699,0.0297753565375594,1.29928298413026,0.167635407604422,0.55206858230004
"2016-02-21",0.0746655920082144,0.0512932943875506,-0.119454278733686,0.0749976519277085,-0.0789516245709575,0.108386236574363,-0.0587346743177708,-0.451985123743057,-0.0151831764213899,0.82098055206983
"2016-02-28",-0.0121519321804779,0,0.330308888913544,-0.00579711768432589,0.10700654663338,-0.0121582044798094,-0.0263946775654409,0.0555698511548108,-0.0851165996906058,-0.366244394954883
"2016-03-06",-0.0613356588570948,0.135404637006203,0.564681320185376,-0.0660901118289901,0.321026308192475,0.466749103543574,-0.00368277767183756,0.359374000907897,-0.0219452542478393,-0.23767165187712
"2016-03-13",0.015454753497063,0.215252234606966,0.240220111945208,0.0275668298326546,0.0327898228229909,0.251314428280907,0.0940371051575273,-0.109562202511526,0.116291268783836,1.55428609235902
"2016-03-20",-0.000748964169292599,0.0746108637911749,-0.337993780589976,-0.0306772522470471,0.20359895524124,-0.079111001652536,-0.0813947117423508,0.394882998777629,-0.0417411122320184,-0.347877233235204
