Date,Open,High,Low,Close,Volume,Market Cap
"Dec 15, 2017",0.011385,0.011677,0.010113,0.010613,"11,493,300","357,446,000"
"Dec 14, 2017",0.010273,0.012068,0.009511,0.011447,"16,156,500","322,531,000"
"Dec 13, 2017",0.010926,0.011929,0.009937,0.010223,"14,491,500","343,030,000"
"Dec 12, 2017",0.008662,0.011254,0.008402,0.011188,"10,191,200","271,938,000"
"Dec 11, 2017",0.007707,0.008877,0.007674,0.008639,"4,951,460","241,961,000"
"Dec 10, 2017",0.008221,0.008323,0.007026,0.007685,"4,830,090","258,120,000"
"Dec 09, 2017",0.008538,0.009326,0.007862,0.008278,"6,523,050","268,046,000"
"Dec 08, 2017",0.008224,0.008706,0.007471,0.008388,"10,571,100","258,208,000"
"Dec 07, 2017",0.008395,0.009216,0.008028,0.008135,"16,668,300","263,564,000"
"Dec 06, 2017",0.009401,0.00991,0.008291,0.008539,"20,825,500","294,875,000"
"Dec 05, 2017",0.010766,0.010852,0.008846,0.009462,"24,005,000","337,423,000"
"Dec 04, 2017",0.008545,0.012394,0.008385,0.010973,"64,095,500","267,636,000"
"Dec 03, 2017",0.006822,0.009599,0.00655,0.008557,"29,908,000","213,552,000"
"Dec 02, 2017",0.005876,0.006957,0.005612,0.006801,"6,697,200","183,781,000"
"Dec 01, 2017",0.005425,0.006057,0.005253,0.005921,"2,151,360","169,565,000"
"Nov 30, 2017",0.005511,0.006108,0.005002,0.005456,"2,172,220","172,143,000"
"Nov 29, 2017",0.006512,0.006964,0.005114,0.005427,"5,265,980","203,245,000"
"Nov 28, 2017",0.006375,0.00663,0.006042,0.006481,"4,676,120","198,808,000"
"Nov 27, 2017",0.005589,0.006427,0.005526,0.006325,"3,961,840","174,147,000"
"Nov 26, 2017",0.005421,0.005671,0.005176,0.005588,"2,005,900","168,735,000"
"Nov 25, 2017",0.005083,0.005406,0.005035,0.005387,"2,179,380","158,095,000"
"Nov 24, 2017",0.005266,0.005307,0.004737,0.005052,"3,104,860","163,635,000"
"Nov 23, 2017",0.005433,0.005577,0.004917,0.005275,"3,231,670","168,733,000"
"Nov 22, 2017",0.00446,0.005397,0.00446,0.005391,"5,486,060","138,397,000"
"Nov 21, 2017",0.004321,0.004534,0.004097,0.004412,"1,904,990","133,980,000"
"Nov 20, 2017",0.004293,0.004408,0.004166,0.004286,"1,512,960","133,007,000"
"Nov 19, 2017",0.004086,0.004491,0.004076,0.004267,"2,776,520","126,473,000"
"Nov 18, 2017",0.003995,0.004237,0.003829,0.004058,"1,189,160","123,609,000"
"Nov 17, 2017",0.004003,0.004175,0.003936,0.004014,"1,266,640","123,756,000"
"Nov 16, 2017",0.004202,0.00425,0.003949,0.00405,"1,764,510","129,826,000"
"Nov 15, 2017",0.004198,0.004428,0.004143,0.004143,"1,603,030","129,610,000"
"Nov 14, 2017",0.004014,0.004188,0.003832,0.004163,"1,872,000","123,807,000"
"Nov 13, 2017",0.003792,0.004313,0.00371,0.003976,"1,851,930","116,896,000"
"Nov 12, 2017",0.004389,0.004476,0.003654,0.003753,"2,611,240","135,150,000"
"Nov 11, 2017",0.004177,0.004486,0.003975,0.004386,"2,266,800","128,486,000"
"Nov 10, 2017",0.004951,0.005109,0.003972,0.004225,"3,780,520","152,191,000"
"Nov 09, 2017",0.003957,0.005323,0.003805,0.005046,"6,458,570","121,524,000"
"Nov 08, 2017",0.003671,0.004144,0.003488,0.003962,"3,688,710","112,637,000"
"Nov 07, 2017",0.003654,0.003835,0.003564,0.003682,"1,010,300","112,034,000"
"Nov 06, 2017",0.003429,0.003718,0.003429,0.003661,"1,927,920","105,052,000"
"Nov 05, 2017",0.003507,0.003573,0.003381,0.00344,"955,835","107,352,000"
"Nov 04, 2017",0.003571,0.003723,0.003447,0.003548,"1,311,410","109,213,000"
"Nov 03, 2017",0.003687,0.003695,0.003387,0.003563,"1,080,100","112,677,000"
"Nov 02, 2017",0.003607,0.003846,0.003144,0.003656,"2,954,490","110,146,000"
"Nov 01, 2017",0.003672,0.003687,0.003435,0.003638,"1,359,750","112,061,000"
"Oct 31, 2017",0.003761,0.003812,0.003547,0.003613,"1,292,710","114,690,000"
"Oct 30, 2017",0.003798,0.003881,0.003666,0.003752,"977,199","115,740,000"
"Oct 29, 2017",0.003748,0.003915,0.003702,0.003778,"2,347,960","114,111,000"
"Oct 28, 2017",0.00389,0.003953,0.003713,0.003774,"966,081","118,368,000"
"Oct 27, 2017",0.003796,0.003933,0.003671,0.003909,"987,929","115,427,000"
"Oct 26, 2017",0.003875,0.003929,0.003674,0.003767,"1,095,540","117,748,000"
"Oct 25, 2017",0.003988,0.004049,0.003807,0.003874,"1,247,090","121,082,000"
"Oct 24, 2017",0.003514,0.004361,0.00337,0.003971,"3,220,020","106,599,000"
"Oct 23, 2017",0.003769,0.003788,0.003434,0.00349,"995,359","114,254,000"
"Oct 22, 2017",0.003668,0.003812,0.003577,0.003745,"1,082,130","111,094,000"
"Oct 21, 2017",0.003815,0.003832,0.003519,0.003667,"1,590,810","115,430,000"
"Oct 20, 2017",0.004076,0.00417,0.003634,0.003794,"1,658,580","123,213,000"
"Oct 19, 2017",0.004219,0.004245,0.003958,0.004019,"1,138,080","127,444,000"
"Oct 18, 2017",0.004395,0.004424,0.003976,0.004245,"1,273,150","132,652,000"
"Oct 17, 2017",0.004246,0.004489,0.004122,0.004419,"1,909,010","128,056,000"
"Oct 16, 2017",0.004128,0.00484,0.003926,0.004302,"4,150,350","124,383,000"
"Oct 15, 2017",0.004179,0.004192,0.003904,0.004155,"1,160,240","125,821,000"
"Oct 14, 2017",0.004267,0.004317,0.004053,0.004138,"1,374,980","128,338,000"
"Oct 13, 2017",0.004435,0.004501,0.004025,0.004265,"2,849,190","133,274,000"
"Oct 12, 2017",0.004683,0.004746,0.004273,0.004474,"3,014,630","140,622,000"
"Oct 11, 2017",0.00419,0.004879,0.004114,0.004701,"3,492,210","125,731,000"
"Oct 10, 2017",0.004187,0.004246,0.004006,0.004212,"1,702,950","125,547,000"
"Oct 09, 2017",0.004143,0.004259,0.003942,0.00421,"2,599,510","124,147,000"
"Oct 08, 2017",0.004619,0.00464,0.004115,0.004163,"2,653,770","138,272,000"
"Oct 07, 2017",0.004635,0.004683,0.004437,0.004606,"1,088,520","138,650,000"
"Oct 06, 2017",0.004599,0.004872,0.004536,0.004635,"1,310,460","137,483,000"
"Oct 05, 2017",0.00474,0.004766,0.004137,0.004626,"3,980,540","141,589,000"
"Oct 04, 2017",0.00482,0.005101,0.004716,0.004751,"1,670,690","143,794,000"
"Oct 03, 2017",0.00516,0.005236,0.004751,0.004832,"1,827,980","153,824,000"
"Oct 02, 2017",0.004899,0.0055,0.004889,0.005134,"3,713,780","145,868,000"
"Oct 01, 2017",0.004952,0.005166,0.004831,0.004901,"1,656,930","147,326,000"
"Sep 30, 2017",0.00495,0.00502,0.004849,0.00492,"1,296,180","147,116,000"
"Sep 29, 2017",0.005106,0.005175,0.004695,0.004949,"1,529,170","151,600,000"
"Sep 28, 2017",0.00547,0.005501,0.005056,0.00511,"2,108,370","162,295,000"
"Sep 27, 2017",0.004807,0.005532,0.004787,0.00547,"3,359,770","142,521,000"
"Sep 26, 2017",0.004823,0.004944,0.004757,0.004835,"1,642,750","142,880,000"
"Sep 25, 2017",0.004833,0.004884,0.004487,0.0048,"2,746,080","143,070,000"
"Sep 24, 2017",0.004736,0.005083,0.004615,0.004814,"4,495,580","140,090,000"
"Sep 23, 2017",0.00386,0.004813,0.003845,0.004736,"3,325,030","114,103,000"
"Sep 22, 2017",0.003967,0.00403,0.003646,0.003836,"2,048,650","117,167,000"
"Sep 21, 2017",0.004522,0.004543,0.003857,0.003971,"2,292,050","133,450,000"
"Sep 20, 2017",0.004597,0.004754,0.00445,0.004523,"1,977,030","135,561,000"
"Sep 19, 2017",0.005292,0.005338,0.004504,0.004583,"4,552,840","155,948,000"
"Sep 18, 2017",0.004055,0.00529,0.004055,0.005259,"4,003,890","119,417,000"
"Sep 17, 2017",0.004289,0.004295,0.003881,0.004036,"3,481,140","126,240,000"
"Sep 16, 2017",0.003722,0.004359,0.003701,0.004298,"5,597,830","109,484,000"
"Sep 15, 2017",0.00373,0.004009,0.003146,0.003731,"6,115,970","109,648,000"
"Sep 14, 2017",0.005649,0.005715,0.003693,0.003693,"2,871,720","165,905,000"
"Sep 13, 2017",0.00573,0.005787,0.005277,0.005634,"2,696,590","168,146,000"
"Sep 12, 2017",0.005853,0.006296,0.005654,0.005721,"3,539,640","171,624,000"
"Sep 11, 2017",0.005683,0.005955,0.005397,0.005858,"2,993,330","166,471,000"
"Sep 10, 2017",0.005943,0.00604,0.00537,0.005716,"2,715,170","173,942,000"
"Sep 09, 2017",0.006147,0.006147,0.005833,0.005963,"2,345,400","179,724,000"
"Sep 08, 2017",0.007623,0.00765,0.005891,0.006098,"7,223,270","222,687,000"
"Sep 07, 2017",0.008144,0.008148,0.007369,0.007636,"4,824,290","237,681,000"
"Sep 06, 2017",0.007371,0.008421,0.007322,0.008119,"7,677,680","214,906,000"
"Sep 05, 2017",0.006685,0.007537,0.005876,0.007344,"5,254,060","194,745,000"
"Sep 04, 2017",0.00845,0.00845,0.006136,0.006659,"9,037,270","245,931,000"
"Sep 03, 2017",0.008326,0.008833,0.007638,0.008434,"7,069,160","242,127,000"
"Sep 02, 2017",0.008801,0.009494,0.008043,0.008397,"17,592,900","255,711,000"
"Sep 01, 2017",0.008394,0.008968,0.008162,0.008824,"8,636,340","243,667,000"
"Aug 31, 2017",0.008433,0.008464,0.008204,0.008333,"5,294,670","244,570,000"
"Aug 30, 2017",0.007916,0.008508,0.007816,0.008481,"7,831,240","229,381,000"
"Aug 29, 2017",0.008498,0.008728,0.007698,0.007948,"11,381,600","246,065,000"
"Aug 28, 2017",0.007821,0.008772,0.007349,0.008471,"13,317,000","226,192,000"
"Aug 27, 2017",0.007208,0.008114,0.007069,0.007821,"7,286,210","208,327,000"
"Aug 26, 2017",0.006838,0.007352,0.006675,0.007197,"4,283,900","197,460,000"
"Aug 25, 2017",0.007042,0.007095,0.006695,0.006842,"3,749,800","203,193,000"
"Aug 24, 2017",0.007003,0.007327,0.00691,0.007056,"4,697,040","201,865,000"
"Aug 23, 2017",0.006811,0.007334,0.006652,0.006991,"6,341,530","196,173,000"
"Aug 22, 2017",0.00675,0.006933,0.006242,0.00676,"4,436,860","194,215,000"
"Aug 21, 2017",0.007708,0.007792,0.00671,0.006737,"5,987,600","221,609,000"
"Aug 20, 2017",0.006726,0.007793,0.006435,0.007696,"8,429,580","193,195,000"
